,Name,Wert
5,lt_debt,0.0398969032820556
37,ggroup,0.03758142320341264
30,PEG_trailing,0.03605173029191852
1,PERMCO,0.03224148199310722
38,gsector,0.03215433074772815
19,debt_capital,0.03042722735945394
31,roe,0.030049806420095294
10,cfm,0.029974997885926336
